gene_id	transcript_id(s)	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12
Prl2c1	NM_001045532	0	0	0	0	0	0	0	0	0	0	0	0
Prl2c2	NM_031191	0.25	0.32	0	0	0	0.52	0.49	0	0.46	0	0	1.1
Prl2c3	NM_011118	0	0	0	0	0	0	0	0	0	0	0	0
Prl2c4	NM_011954	0	0	0	0	0	0	0	0	0	0.95	1.03	0
Prl2c5	NM_181852	0	0	0	0	0	0	0	0	0	0	0	0
Prl3a1	NM_025896	0	0	0	0	0	0	0	0	0	0	0	0
Prl3b1	NM_008865	0	0	0	0	0	0	0	0	0	0	0	0
Prl3c1	NM_001163218,NM_013766	0	0	0	0	0	0	0	0	0	0	0	0
Prl3d1	NM_001205322,NM_008864	0	0	0	0	0	0	0	0	0	0	0	0
Prl3d2	NM_172155	0	0	0	0	0	0	0	0	0	0	0	0
Prl3d3	NM_172156	0	0	0	0	0	0	0	0	0	0	0	0
Prl4a1	NM_011165	0	0	0	0	0	0	0	0	0	0	0	0
Prl5a1	NM_023746	0	0	0	0	0	0	0	0	0	0	0	0
Prl6a1	NM_011166	0	0	0	0	0	0	0	0	0	0.18	0	0
Prl7a1	NM_001164058,NM_008930	0	0	0	0	0	0	0	0	0	0	0	0
Prl7a2	NM_011168	0	0	0	0	0	0	0	0	0	0	0	0
Prl7b1	NM_029355	0	0	0	0	0	0	0	0	0	0	0	0
Prl7c1	NM_026206	0	0	0	0	0	0	0	0	0.17	0	0	0
Prl7d1	NM_011120	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a1	NM_028477	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a2	NM_001289919,NM_010088	0	0	0.29	0	0.98	0.71	0	0.12	0	0	1.6	0
Prl8a6	NM_001271378,NM_001271379,NM_011167,NR_073166	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a8	NM_023741	0	0	0	0	0	0	0	0	0	0	0.19	0
Prl8a9	NM_023332	0	0	0	0	0	0	0	0	0	0	0	0
Prlh	NM_001101647	0	0	0	0	0	0	0	0	0	0	0	0
Prlhr	NM_201615	1.92	2.08	2.72	2.66	2.27	2.95	3.24	3.15	2.22	2.16	1.37	3.56
Prlr	NM_001253781,NM_001253782,NM_011169	0.52	2.21	0.02	0.2	0.17	0.29	1.15	0.24	2.02	2.24	8.84	0.38
Prm1	NM_013637	0	0	0	0	0.4	0	0	0	0	1.67	2.36	0
Prm2	NM_008933	0	0	0	0	0	0	0	0.2	0	0	0	0
Prm3	NM_013638	0	0	0	0	0	0	0.62	0	0	0	0	0
Prmt1	NM_001252476,NM_001252477,NM_019830,NR_045521	253.51	264.27	263.06	254.31	211.36	200.86	124.65	248.53	120.88	82.94	64.18	109.14
Prmt10	NM_001081240	19.67	18.4	19.95	15.29	19.55	16.66	18.29	18.15	16.49	20.51	19.1	16.35
Prmt2	NM_001077638,NM_001302965,NM_133182,NR_126571	20.93	23.17	24.53	32.62	36.18	31.99	23.35	21.58	18.36	16.99	22.96	25.33
Prmt3	NM_133740	44.18	44.87	44.94	42.36	44.66	37.74	28.18	42.57	25.08	24.5	25.93	25.85
Prmt5	NM_013768	72.05	69.06	67.84	59.73	58.15	53.04	43.74	69.4	36.67	32	24.9	33.49
Prmt6	NM_178891,NR_024139	32.68	35.26	34.91	33.89	31.52	28.57	21.1	32.18	19.77	20.52	19.27	22.04
Prmt7	NM_145404	65.56	76.56	63.82	60.09	57.14	52.47	38.13	65.37	34.63	25.34	23.53	30.24
Prmt8	NM_201371	0.21	0.31	0.1	0.12	0.5	0.93	2.98	0.24	1.32	1.13	1.34	3.23
Prn	NM_001278258,NM_001278259	0	0	0	0	0	0	0	0	0	0	0	0
Prnd	NM_001126338,NM_001278257,NM_001278520,NM_023043	3.47	1.5	1.39	2.96	2.28	1.94	1.03	0.91	1.69	1.27	2.45	2.1
Prnp	NM_001278256,NM_011170	55.43	40.98	49.29	52.79	70.63	79.23	109.65	52.47	105.25	119.28	125.65	109
Prob1	NM_001270646	1.19	1.12	1.08	1.48	1.57	1.75	3.48	1.28	3.59	0.73	2.29	1.85
Proc	NM_001042767,NM_001042768,NM_008934,NR_045173	1.35	1.42	0.08	0.46	0.2	0.31	0.43	0.9	4.51	0.36	0.2	0.49
Proca1	NM_001045516	0.94	0.9	0.84	0.34	1.12	1.46	3.16	0.74	1.47	3.3	4.79	1.67
Procr	NM_011171	1.54	0.9	1.77	5.18	3.3	9.89	10.68	1.82	9.86	18.1	32.42	14.46
Prodh	NM_011172	2.4	5.75	1.49	2.37	3.95	3.83	5.39	2.44	5.95	6.52	5.45	4.98
Prodh2	NM_019546	0.58	2.93	0.07	0	0	0.07	0	0.55	1.2	0	0.08	0.1
Prok1	NM_001044382	0	0	0	0	0	0	0	0.36	0	0	0	0
Prok2	NM_001037539,NM_001170419,NM_015768	0	0	0	0	0.08	0.28	0.13	0	0.25	0	0.75	0
Prokr1	NM_021381	1.14	1.06	1.25	1.06	0.82	1.18	1.68	0.93	1.89	1.27	0.63	1.78
Prokr2	NM_144944	0	0	0	0	0.06	0.03	0.07	0.02	0.03	0.09	0.09	0.12
Prol1	NM_008644	0	0	0	0.09	0	0	0	0	0	0	0	0
Prom1	NM_001163577,NM_001163578,NM_001163581,NM_001163582,NM_001163583,NM_001163584,NM_001163585,NM_008935	1.84	3.78	1.54	1.11	2.26	0.85	3.08	2.6	3.68	2.29	3.26	1.8
Prom2	NM_138750,NM_178047	0	0.12	0	0.04	0.07	0.03	0.11	0.11	0.14	0.68	0.24	0.04
Prop1	NM_008936	0	0	0	0	0	0	0	0	0	0	0	0
Prorsd1	NM_001163454,NM_026465	9.5	5.67	5.65	5.21	5.85	6.83	10.04	6.08	11.44	12.23	15.55	10.91
Pros1	NM_011173	6.19	4.64	6.39	9	9.38	22.76	36.66	5.52	48.02	68.3	83.03	51.42
Prosc	NM_001039077,NM_001039078,NM_054057	28.8	27.58	26.85	22.33	24.38	26.64	27.67	25.24	23.65	24.58	32.79	27.5
Proser1	NM_173382	10.36	5.96	7.3	3.89	3.57	4.88	9.5	6.17	5.23	5.44	4.52	6.17
Proser2	NM_001159657,NM_144883	0.32	0.03	0.2	0.06	0.43	0.49	0.7	0.19	0.49	0.65	1.29	0.73
Proser3	NM_183321	5.94	3.63	3.92	3.61	3.68	4.24	7.48	5	4.73	3.03	2.51	4.14
Prox1	NM_008937	90.64	49.56	61.34	42.32	52.27	40.86	64.85	73.55	36.44	19.95	14.06	30.83
Prox2	NM_175198	2.15	0.52	1.21	1.27	1.05	1.26	1.88	1.22	1.07	1.26	1.53	0.76
Proz	NM_025834	1.92	0.5	0.91	0.9	1.01	0.98	0.68	1.42	3.99	1.19	0.86	1.71
Prp2	NM_031499	0	0	0	0	0	0	0	0	0	0	0	0
Prpf18	NM_026045	42.4	39.13	40.45	38.76	43.46	37.64	31.86	39.15	31.41	28.77	33.35	27.99
Prpf19	NM_001253843,NM_001253844,NM_134129	71.55	78.82	72.33	70.29	74.34	58.79	45.76	71.16	41.4	30.1	30.56	37.13
Prpf3	NM_027541	30.14	24.28	24.86	21.02	17.57	18.6	18.63	24.53	14.6	15.08	13.1	17.81
Prpf31	NM_001159714,NM_027328	47.59	42.59	43.29	44.35	36.59	35.47	31.63	42.19	25.59	28.38	26.19	26.87
Prpf38a	NM_172697	81.24	82.14	80.66	81.52	77.76	71.91	48.77	84.91	51.37	60.93	53.98	53.24
Prpf38b	NM_025845	50.49	39.21	37.86	39.44	35.3	40.88	40.26	40.55	33.07	39.36	38.07	41.92
Prpf39	NM_177806	52.28	39.4	48.97	32.81	34.55	37.53	38.93	41.19	30.17	32.36	35.2	36.97
Prpf4	NM_027297	23.95	22.23	20.82	19.49	19.25	17.42	16.08	22.58	13.83	14.84	12.61	12.81
Prpf40a	NM_018785	139.72	130.09	137.49	118.02	111.68	96.02	85.95	128.52	84.96	80.53	75.92	82.55
Prpf40b	NM_018786	23.71	16.31	16.87	18.57	16.95	19.21	35.01	19.52	20.16	12.42	13.21	20.19
Prpf4b	NM_013830	91.09	72.58	77.97	67.46	71.43	67.83	67.55	75.79	52.23	57.29	58.75	60.22
Prpf6	NM_133701	75.24	75.41	74.79	73.23	64.2	58.83	57.57	71.98	48.23	46.7	45.36	50.45
Prpf8	NM_138659	176.06	128.14	133.67	123.45	123.29	124.36	110.69	130.89	100.56	100.6	98.36	102.48
Prph	NM_001163588,NM_001163589,NM_013639	4.06	1	3.9	1.14	4.07	3.53	18.09	1.86	15.75	20.02	15.54	28.58
Prph2	NM_008938	0	0	0	0	0	0	0	0	0.06	0	0	0.07
Prpmp5	NM_001024705	0	0	0	0	0	0	0	0	0	0	0	0
Prps1	NM_021463	97.37	97.14	95.93	86.09	77.28	65.07	54.43	88.4	53.97	59.7	40.06	41.64
Prps1l1	NM_029294	0	0	0	0	0.06	0	0.1	0	0	0	0	0
Prps1l3	NM_001037746	53.95	55.69	49.36	40.72	44.02	36.08	34.65	49.29	35.28	27.97	26.66	27.27
Prps2	NM_026662	26.89	26.79	23.97	24.13	22.7	27.19	28.83	26.8	30.79	33.16	34.46	31.97
Prpsap1	NM_026364	27.25	28.45	29.44	23.86	21.58	23.65	30.04	27.32	22.88	29.7	30.24	27.22
Prpsap2	NM_001164242,NM_001164243,NM_001164244,NM_144806	64.06	73.64	65.96	74.05	79.36	63.11	37.25	75.97	39.9	32.46	35.4	35.89
Prr11	NM_175563	26.59	16.97	20.85	16.98	13.5	9.99	13.19	19.9	12.88	7.39	3.71	6.62
Prr12	NM_175022	12.68	6.46	8.82	6.31	6.24	10.4	15.12	8.79	4.9	6.64	3.86	9.21
Prr13	NM_001170911,NM_025385	20.08	23.5	19.62	24.52	23.37	35.01	42.26	19.85	44.34	73.95	81.73	59.76
Prr14	NM_145589	14.81	12.11	13.49	15.12	11.03	17.1	17.44	12.6	17.48	17.86	21.06	18.43
Prr14l	NM_194340	33.62	24.02	25.82	22.34	22.1	23.75	28.1	25.31	20.48	26.01	25.72	24.61
Prr15	NM_030024	0.13	0.25	0.83	0.6	0.85	0.54	1.38	0.45	5.02	3.45	14.01	4.26
Prr15l	NM_146026	0	1.94	0.09	0.31	0.08	0.09	0	0.08	0.71	0.21	1.26	0.29
Prr16	NM_001081224	0.08	0.05	0	0.09	0.14	0.53	0.59	0.13	0.41	1.66	0.33	0.5
Prr18	NM_178774,NR_028280	0.49	0.29	0.33	0.27	0.49	0.99	1.23	0.65	0.6	0.45	0.38	0.45
Prr19	NM_001081294	9.02	11.25	5.89	7.69	6.83	7.66	12.54	8.33	2.27	4.17	1.46	10.42
Prr22	NM_001195673	1.74	0.43	1.61	1.16	0.87	1.02	2.57	1.22	1.08	1.39	0.58	1.31
Prr23a1	NM_001134660	0	0.23	0.13	0.31	0.53	0	0	0.2	1.12	0.14	0.31	0.97
Prr23a2	NM_001134661	0	0	0	0	0	0	0	0	0	0	0	0
Prr23a3	NM_028033	0.67	0.61	0.14	0	0.34	0.13	0.92	0.6	0.17	0.08	0	0.1
Prr27	NM_001163551,NM_028648	0	0	0	0	0	0	0	0	0	0	0	0
Prr29	NM_029345	0	0	0	0	0.15	0	0	0	0.23	0.2	0	0
Prr3	NM_001165892,NM_001282012,NM_001282013,NM_001282024,NM_001282025,NM_145487	23.91	17.6	19.67	19.6	18.1	17.42	16.43	19.84	13.55	11.96	10.58	12.67
Prr30	NM_029680	0	0	0	0	0	0	0	0	0	0	0	0
Prr32	NM_026841	0	0	0	0	0.2	0	0.48	0	0.75	1.08	1.17	0.55
Prr33	NR_033261	0.84	0.24	0.16	0.22	0.63	1.11	1.68	0.22	7.42	3.71	0.86	1.5
Prr36	NM_207203	7.99	3.48	5.22	2.85	3.59	3.94	5.48	4.83	2.09	1.02	1.42	1.75
Prr5	NM_146061	1.14	1.15	0.61	0.93	0.79	1.9	2.73	1.25	2.55	3.26	2.39	4.14
Prr5l	NM_001083810,NM_001110849,NM_175181	0.52	0.53	0.53	0.98	1.06	2.28	1.45	0.38	1.41	5.81	6.5	2.94
Prr7	NM_001030296	10.24	17.37	15.73	11.84	10.46	10.98	9.29	12.71	5.47	4.15	4.83	10.56
Prr9	NM_175424	0	0	0	0	0	0	0	0	0	0	0	0
Prrc1	NM_028447	9.69	7.95	8.74	7.21	7.01	9.5	11.01	7.65	10.84	13.03	9.59	13.98
Prrc2a	NM_001199044,NM_020027	79.37	41.9	48.48	37.42	32.93	54.82	84.46	52.86	37.92	45.85	32.01	60.18
Prrc2b	NM_001159634,NM_172661	82.02	43.6	51.82	39.05	39.93	52.87	75.81	57.51	39.12	38.58	32.95	49.73
Prrc2c	NM_001081290	89.95	51.34	58.3	44.26	42.86	57.79	72.26	57.9	49.51	66.8	53.2	65.38
Prrg1	NM_001164275,NM_001289683,NM_027322	0.51	0.46	0.24	1.11	1.56	2.08	3.04	0.39	5.44	7	6.13	3.47
Prrg2	NM_022999	1.4	1.33	1.58	1.37	2.32	2.5	4.15	1.35	5.01	6.71	9.44	4.87
Prrg3	NM_001081135,NM_001303028	4.57	2.13	3.58	2.74	5.61	3.8	3.91	4.84	3.67	3.77	4.5	3.4
Prrg4	NM_178695	0.47	0.3	0.29	0.37	0.42	0.98	1.88	0.37	1.11	2.78	2.92	1.81
Prrt1	NM_030890	0	0	0	0.24	0.25	0	0.4	0	0.19	0	0.73	0.23
Prrt2	NM_001102563	5.88	2.25	2.67	3.81	4.29	5.13	6.62	2.22	2.56	1.8	2.01	3.5
Prrt3	NM_001289699,NM_001289700,NM_172487	3.46	3.52	4.24	2.53	2.39	2.74	3.86	2.97	2.08	1.36	0.97	1.17
Prrt4	NM_001101443	9.98	7.25	9.62	10.54	9.52	10.56	13.28	10.55	6.79	4.36	2.41	6.56
Prrx1	NM_001025570,NM_011127,NM_175686	2.68	1.45	1.2	4.1	4.1	8.07	21.57	0.84	23.47	44.83	37.47	27
Prrx2	NM_009116	0	0	0.23	0.19	0.88	0.57	2.05	0.28	5.17	6.86	2.57	2.51
Prrxl1	NM_001001796	9.64	5.75	6.83	11.8	7.33	9.56	8.9	7.77	4.92	5.22	2.98	11.61
Prss1	NM_053243	0	0	0	0	0	0	0	0	0	0	0	0
Prss12	NM_008939	0.46	0.62	0.55	0.52	0.46	0.67	2.5	0.67	1.97	1.71	2.36	0.99
Prss16	NM_019429	0	0.1	0	0.14	0	0.06	0.23	0	0.07	0.25	0.41	0.35
Prss2	NM_009430	0	0.15	0	0	0	0	0	0.27	0	0	0	0.78
Prss21	NM_020487	0.17	0	0	0	0	0	0	0	0	0	0	0
Prss22	NM_133731	0	0	0	0.08	0	0	0	0	0	0	0.12	0
Prss23	NM_029614	12.3	9.41	8.8	26.4	17.01	34.68	58.99	6.07	90.86	81.43	117.27	133.91
Prss27	NM_175440	0	0	0	0	0	0.22	0.15	0	0.43	0.78	0	0.35
Prss28	NM_053259	0	0	0	0	0	0	0	0	0	0	0	0
Prss29	NM_053260	0.31	0.4	0.11	0.09	0.37	0.43	0.75	0.27	0.7	0.38	2.57	0.68
Prss3	NM_011645	0	0	0	0	0	0	0	0	0	0	0	0
Prss30	NM_013921	0.37	0.23	0.17	0.21	0.22	0.34	1.17	0	0.54	1.17	2.21	0.27
Prss32	NM_027220	0.12	0	0.52	0.14	0.36	0.08	0.12	0.21	0.11	0.1	0	0.27
Prss33	NM_001081399	0	0.17	0.18	0.07	0.31	0.09	0.5	0	0	0.1	0	0.28
Prss34	NM_178372	0	0	0	0	0	0	0	0	0	0.12	0	0
Prss35	NM_178738	1.21	0.56	1.05	0.19	0.52	1.21	3.68	0.46	4.08	2.04	74.53	3.01
Prss36	NM_001081374	2.47	2.96	2.65	2.33	3.02	2.53	2.95	2.63	2.2	2.36	2.47	2.03
Prss37	NM_026317	0	0.11	0	0	0	0	0.17	0.1	0	0	0	0
Prss38	NM_001045521	0.15	0	0	0	0.09	0	0.14	0	0.13	0.12	0	0.16
Prss39	NM_009355	0	0	0	0	0	0	0	0	0	0	0	0
Prss40	NM_009356	0	0	0	0	0	0	0	0	0	0	0	0
Prss41	NM_027644	1.85	0.96	2.26	2.7	2.68	2.19	2.89	2	1.65	0.94	1.16	3.1
Prss42	NM_153099	0.11	0.07	0.08	0.13	0.07	0	0.11	0	0	0.18	0.1	0.12
Prss43	NM_199471	0	0	0	0	0	0	0	0	0.08	0	0	0
Prss44	NM_148940	0.09	0	0	0	0	0	0.09	0.11	0	0.08	0	0.21
Prss45	NM_153172	0.75	0.09	0.11	0.26	0.35	0.72	0.43	0.34	0.13	0.36	0.26	0.65
Prss46	NM_183103	0.15	0.28	0.1	0.08	0	0.3	0.56	0	0.91	0.23	0.25	0.32
Prss48	NM_001001650	0.81	0	0.57	0.23	0.36	0.14	1.16	0.58	0.36	0	0.35	0.66
Prss50	NM_146227	0.25	0.23	0	0.28	0.22	0.76	2	0.42	0.99	0.1	0.75	1.74
Prss51	NM_001193631	0	0	0	0	0	0	0	0	0	0	0	0
Prss52	NM_028525	0	0	0.13	0	0	0	0	0	0	0.15	0	0
Prss53	NM_001081268	0.69	0.35	0.44	0.4	0.47	0.43	0.74	0.31	0.89	0.57	0.6	0.66
Prss54	NM_027640	0	0	0	0	0	0	0	0	0	0	0	0
Prss55	NM_001081063	0.19	0	0.66	0.11	0	0	0	0	0.17	0	0	0
Prss56	NM_027084	0.26	0.11	0.18	0.35	0.21	0.3	0.66	0.25	0.08	0.21	0.22	0.28
Prss57	NM_001042710	0	0.21	0.08	0.25	0.26	0.47	0.22	0.07	0.2	0	0.27	0.23
Prss58	NM_175020	0	0	0	0	0	0	0	0	0	0	0	0
Prss8	NM_133351	0.28	6.36	0.2	0.05	0.06	0.26	0.81	0.32	0.33	1.57	0.41	0.41
Prtg	NM_175485	2.49	1.6	1.96	1.3	1.72	1.9	3.01	1.67	1.44	1.03	0.51	1.11
Prtn3	NM_011178	2.96	1.25	3.35	4.88	5.84	4.88	4.72	4.71	4.61	2.85	4.78	5.57
Prune	NM_173347	9.45	9.27	9.29	7.52	9.22	8.58	12.34	11.12	14.82	10.93	13.43	11.47
Prune2	NM_181348	4.38	1.88	3.17	4	5.72	9.8	13.65	3.09	14.67	21.45	18.22	27
Prx	NM_019412,NM_198048	0.18	0.4	0.46	0.93	0.4	0.71	0.71	0.48	0.55	1.13	1.1	0.92
Psap	NM_001146120,NM_001146121,NM_001146122,NM_001146123,NM_001146124,NM_011179	299.58	356.83	329.18	634.66	495.03	1169.15	1354.35	312.18	1405.86	2244.69	3018.97	2623.95
Psapl1	NM_175249	0.07	0.04	0.05	0.04	0	0.09	0.19	0.08	0.06	0.21	0	0.29
Psat1	NM_001205339,NM_177420	195.15	169.89	186.66	117.81	117.1	94.04	84.49	148.93	78.76	63.41	44.2	60.17
Psca	NM_028216	0	1.17	0	0	0	0.47	0	0	0	9.61	0.2	0
Psd	NM_028627	11.44	9.87	12.35	11.9	11.6	14.14	20.61	11.72	9.87	6.09	6.36	10.39
Psd2	NM_001289602,NM_028707,NR_110349	10	6.82	8.6	7.31	8.65	8.23	11.45	9.3	5.84	3.64	3.03	6.55
Psd3	NM_027626,NM_030263,NM_177698	3.03	1.82	2.22	1.6	2.68	3.21	6.24	2.86	7.31	9.04	8.6	6.94
Psd4	NM_177611	1.23	0.65	0.32	1.62	1.83	6.62	5.74	0.4	5.62	15.47	8.96	13.19
Psen1	NM_008943	37.18	30.62	30.1	29.48	32.69	32.16	33.21	32.88	29.03	36.87	33.24	31.2
Psen2	NM_001128605,NM_011183	6.07	5.28	5.17	8.17	8.77	18.52	14.54	5.63	15.39	27.73	33.43	31.92
Psenen	NM_025498	52.56	63.43	65.83	68.51	83.19	86.46	84.32	61.95	96.49	100.84	128.67	82.62
Psg-ps1	NR_002857	0	0	0	0	0	0	0	0	0	0	0	0
Psg16	NM_007676	1.05	0.67	0.48	0.56	1.11	0.36	0.93	0.47	0.4	0.18	0.39	0.33
Psg17	NM_007677	0	0	0	0.05	0	0.11	0	0	0	0.07	0	0
Psg18	NM_001163685,NM_011963	0	0	0	0	0	0	0	0	0	0	0	0
Psg19	NM_011964	0	0	0	0	0	0	0	0	0	0	0	0
Psg20	NM_054058	0.13	0	0	0	0	0	0	0	0.11	0	0	0.14
Psg21	NM_027403	0	0	0	0	0	0	0	0	0	0	0	0
Psg22	NM_001004152	0	0	0	0	0	0	0	0	0	0	0	0
Psg23	NM_020261	0	0	0	0	0	0	0	0	0	0	0	0
Psg25	NM_054060	0	0	0	0	0	0	0	0	0	0	0	0
Psg26	NM_001029893	0	0	0	0	0	0	0	0	0.07	0	0	0
Psg27	NM_001037168	0	0	0	0	0	0	0	0	0	0	0	0
Psg28	NM_054063	0	0	0	0	0	0.06	0.08	0.05	0	0.07	0	0
Psg29	NM_054064	0.03	0	0	0	0	0	0	0	0	0.02	0	0
Psip1	NM_001290527,NM_133948	240.05	191.18	232.44	219.56	207.89	171.54	123	224.49	116.29	88.06	67.44	97.4
Pskh1	NM_173432	19.95	19.12	20.72	23.62	23.03	21.12	20.82	23	18.76	20.15	21.65	20.35
Psma1	NM_011965	284.3	279.35	304.4	281.25	283.75	245.55	192.1	276.73	222.6	232.06	234.78	203.03
Psma2	NM_008944	293.75	300.31	291.32	333.72	343.46	289.02	222.47	297.57	257.59	312.64	331.08	284.5
Psma3	NM_011184	237.37	249.42	254.63	249.95	267.63	236.89	162.31	256.61	190.37	224.41	245.8	183.04
Psma4	NM_011966	291.61	314.33	310.04	351.64	340.91	304.83	207.16	329.6	246.52	298.17	270.54	249.24
Psma5	NM_011967	209.49	230.83	216.23	207.84	211.97	187.68	136.87	212.72	154.45	205.58	205.52	158.29
Psma6	NM_011968	290.43	296.91	282.46	285.51	267.93	268.22	221.3	294.18	263.88	237.07	227.11	217.99
Psma7	NM_001289476,NM_011969	381.25	428.16	408.72	401	398.47	329.67	235.66	387.08	264.15	268.51	235.66	225.83
Psma8	NM_001163609	0.31	0.46	0.52	0.36	1.17	0.29	1.29	0.12	1.49	0.75	0.99	1.81
Psmb1	NM_011185	312.28	322.82	306.14	320.94	330.19	295.14	245.97	320.78	279.75	266.71	298.37	246.71
Psmb10	NM_013640	13.09	17.32	12.12	41.56	39.64	93.11	20.09	11.78	24.32	180	186.94	97.56
Psmb11	NM_175204	0	0.05	0	0	0	0	0.04	0.07	0	0	0	0.04
Psmb2	NM_011970	200.92	219.8	212.05	220.2	242.79	214.91	188.05	223.34	203.9	241	236.65	196.39
Psmb3	NM_011971	247.57	284.35	254.42	290.48	297.73	260.63	208.41	291.85	242.94	243.64	236.68	208.67
Psmb4	NM_008945	343.16	409.34	405.58	438.41	442.4	390.3	273.54	377.6	314.86	319.56	323.15	321.26
Psmb5	NM_011186	116.86	142.2	118.5	131.61	141.67	113.79	90.09	135.53	100.86	91.74	120.24	109.48
Psmb6	NM_008946	254.57	289.73	280.84	278.28	286.69	254	196.95	275.47	232.44	215.68	235.7	218.57
Psmb7	NM_011187	320.95	356.02	339.08	367.21	377.95	294.64	263.74	361.97	289.88	269.67	283.79	271.46
Psmb8	NM_010724	3.76	5.43	5.53	43.06	44.07	122.66	41.39	5.3	45.45	279.87	288.93	160.17
Psmb9	NM_013585	1.74	1.26	1.75	18.66	15.4	57.36	13.02	1.97	10.72	131.8	121.52	69.36
Psmc1	NM_008947	213.46	227.22	223.04	204.4	201.6	168.26	144.81	228.35	158.23	138.41	135.74	138.74
Psmc2	NM_011188	150.66	142.47	141.34	131.32	123.12	106.47	88.21	136.34	103.72	91.81	94.29	97.66
Psmc3	NM_008948	194.51	225.25	212.05	214.39	204.43	183.78	147.22	203.3	159.71	143.16	154.01	151.52
Psmc3ip	NM_008949	63.67	56.08	55	62.9	55.11	48.72	28.61	64.21	25.11	18.32	8.86	22.24
Psmc4	NM_011874	179.23	202.05	185.63	159.82	156.65	138.04	122.45	183.87	124.93	115.58	118.49	123.89
Psmc5	NM_008950	145.7	150.41	141.36	138.91	120.81	118.88	83.7	133.48	95.78	91.2	101.59	89.49
Psmc6	NM_025959	275.28	283.78	289.5	261.22	245.52	211.94	154.24	270.43	180.46	153.37	167.73	161.16
Psmd1	NM_027357	171.02	158.07	160.19	146.44	154.4	130	117.38	157.58	119.28	113.74	106.59	119.17
Psmd10	NM_001164177,NM_016883	22.58	20.49	20.62	19.81	23.13	23.66	22.55	21.63	25.65	29.86	32.01	23.32
Psmd11	NM_178616	77.25	61.41	58.03	50.62	54.27	59.16	58.84	59.64	53.91	66.69	67.46	67.52
Psmd12	NM_025894	150.25	152.65	151.45	141.57	133.09	115.97	100.33	143.06	118.87	102.15	104.3	107.68
Psmd13	NM_011875	149.17	164.44	149.73	153.2	152.43	127.49	97.2	158.09	115.22	96.21	94.24	102.65
Psmd14	NM_021526	190.25	201.99	192.37	167.86	174.13	152.18	118.99	182.5	134.3	123.67	129.8	130.68
Psmd2	NM_134101,NR_027485	210.17	207.21	208.52	211.18	202.62	192.89	158.85	195.62	176.5	172.99	189.27	181.54
Psmd3	NM_009439	105.1	103.01	100.58	93.41	81.66	91.09	93.74	98.36	89.51	69.72	63.88	86.96
Psmd4	NM_001282017,NM_008951	173.19	193.58	177	174.17	173.14	160.48	134.71	183.59	150.65	148.15	182.91	160.16
Psmd5	NM_080554	49.44	58.7	57.15	48.98	49.68	42.75	35.13	53.4	35.47	34.96	43.61	33.65
Psmd6	NM_025550	189.92	206.05	203.86	195.42	198.24	164.65	124.11	198.15	148.08	138.98	145.45	149.87
Psmd7	NM_010817	101.79	97.79	95.66	86.97	82.34	78.61	68.93	94.76	78.21	83.64	83.96	74.23
Psmd8	NM_026545	111.43	131.01	108.16	129.83	133.4	136.51	121.12	127.23	142.69	146.78	170.01	168.52
Psmd9	NM_026000	21.41	22.83	21.75	19.79	18.21	15.35	18.27	21.51	17.08	13.2	11.26	17.48
Psme1	NM_011189	69.94	66.65	76.81	137.95	133.5	211.31	88.86	81.49	100.53	267.46	276.41	184.65
Psme2	NM_001029855,NM_011190	42.37	49.92	49.92	142.99	117.86	208.26	72.8	43.73	94.29	354.92	349.91	227.41
Psme2b	NM_001281472	3.32	3.96	5.34	15.13	11.7	32.14	8.29	4.47	11.4	64.43	69.76	36.75
Psme3	NM_011192	58.78	56.06	50.39	53.31	49.56	48.74	49.23	54.41	45.13	41.98	39.39	49.17
Psme4	NM_134013	83.94	74.2	79.34	55.39	56.98	54.74	59.17	68.84	60.19	73.58	72.65	65.54
Psmf1	NM_001305244,NM_212446	18.71	13.63	15.62	16.1	16.75	16.99	16.33	16.7	13.69	17.96	16.03	16.38
Psmg1	NM_019537	60.53	67.72	59.07	58.78	52.63	49.42	32.23	49.65	36.37	28.29	36.06	32.83
Psmg2	NM_134138	68.67	85.11	71.68	68.11	69.2	51.94	45.38	72.84	44.64	31.76	34.14	37.46
Psmg3	NM_025604	50.3	62.37	52.47	46.05	54.13	44.36	36.7	54.72	34.18	33.54	30.01	35.55
Psmg4	NM_001101430,NM_001110515	105.47	115.11	109.4	116.21	119.76	89.85	56.65	105.27	55.16	54.39	56.47	42.44
Psors1c2	NM_020576	0	0	0	0.13	0.28	0	0	0	0	0.19	0	0
Pspc1	NM_025682	84.83	78.75	81.5	94.52	91.18	82.7	70.64	86.18	53.79	46.17	33.86	58.27
Psph	NM_133900	17.03	20.78	21.42	18.1	19.32	16.83	16.08	16.02	14.59	13.87	15.22	12.1
Pspn	NM_008954	1.55	0.65	0.36	0	0.61	0.35	0	0.29	0	0	0.45	0
Psrc1	NM_001190161,NM_019976	54.79	56.28	61.78	53.61	43.98	42.74	31.12	56.25	25.39	24.96	16.92	32.94
Pstk	NM_001039534	19.96	17.77	17.73	18.47	20.48	15.99	15.61	15.84	16.4	14.12	13.41	14.33
