gene_id	logFC	logCPM	LR	PValue	FDR	FC	entrez_id
Chd5	-0.346135733	5.074769986	0.868208764	0.351451676	0.47385267	-1.271151277	269610
Hoxc9	0.395153184	2.236355096	0.86814344	0.351469796	0.47385267	1.315082387	15427
Unc45a	-0.215316956	5.233800192	0.867237743	0.351721155	0.474145869	-1.160958946	101869
Zfp455	-0.403060128	2.252866979	0.8669934	0.35178901	0.474191659	-1.322309714	218311
Idnk	-0.297704758	3.79668314	0.866102075	0.352036684	0.474479804	-1.229187293	75731
Sepw1	-0.220797063	6.79781644	0.865898835	0.352093192	0.474480754	-1.165377259	NA
N6amt1	0.281049803	4.001013554	0.865855632	0.352105206	0.474480754	1.215078736	67768
Gria2	-0.30329969	5.606891659	0.865698706	0.352148847	0.474493868	-1.233963473	14800
Scarna13	-0.242802527	7.186447634	0.865428017	0.352224144	0.474549629	-1.183289044	100306943
Wdr53	0.322589347	3.090377119	0.863951548	0.352635237	0.475057752	1.250573063	68980
Ush1c	-0.509854148	1.362972798	0.863372623	0.352796605	0.475229389	-1.423906236	72088
Arhgef28	0.244349484	7.659791434	0.862736094	0.352974146	0.475422777	1.184558529	110596
Supt3	0.333193887	3.001748715	0.861968871	0.353188303	0.47566544	1.259799276	109115
Slc22a17	0.243153982	5.983302958	0.861646553	0.353278325	0.475695939	1.183577341	59049
Clk4	0.195379107	5.787103526	0.861644355	0.353278939	0.475695939	1.145025007	12750
Pdxdc1	-0.195372147	6.58440568	0.859937569	0.353756163	0.476292696	-1.145019483	94184
Arhgef12	-0.22053968	7.445792509	0.859080402	0.353996163	0.476569973	-1.165169369	69632
Zfp329	0.216151627	5.938554188	0.85827444	0.354222028	0.476828171	1.161630813	67230
Zfp346	0.228164542	4.686005966	0.856991443	0.354581987	0.477266808	1.171343768	26919
Gabpa	0.20196381	6.699616686	0.856324179	0.354769392	0.477473128	1.150263039	14390
Zdhhc20	0.205490015	6.77785085	0.856036915	0.354850115	0.477535839	1.153077926	75965
Gins3	0.321099617	3.708600979	0.853911626	0.355448108	0.478294583	1.249282384	78833
Dync1i2	0.208310692	7.471680475	0.853122381	0.355670529	0.478547857	1.155334565	13427
Ccnjl	0.382899773	2.448861682	0.852670854	0.355797863	0.478673156	1.303960143	380694
Cdk17	0.197651617	5.863165039	0.85230461	0.355901191	0.478766138	1.146830054	237459
Ap5m1	0.204147777	5.249080403	0.851547244	0.356114998	0.479007706	1.152005638	74385
Actr3	-0.214123123	8.561206944	0.85101582	0.356265126	0.479163582	-1.159998647	74117
Zfp668	0.251892799	4.572934641	0.850597147	0.356383463	0.47927188	1.190768364	244219
Sccpdh	0.22469418	5.310120167	0.850417673	0.356434207	0.47927188	1.16852952	109232
Reep3	-0.201372062	6.908861807	0.850367483	0.356448399	0.47927188	-1.149791334	28193
Slc29a2	0.386270666	3.066076859	0.850091962	0.356526324	0.479330596	1.307010441	13340
Socs4	0.221687437	4.634763331	0.849758783	0.356620586	0.479411265	1.166096705	67296
Slc25a10	0.271069933	4.909722544	0.849412898	0.356718479	0.479496799	1.206702412	27376
Hand2	0.272359483	7.392264736	0.849107197	0.35680503	0.479513258	1.207781502	15111
Rab11fip1	-0.374253437	3.000729855	0.849082135	0.356812127	0.479513258	-1.296168642	75767
Sema6a	-0.228654939	4.997722357	0.849006565	0.356833528	0.479513258	-1.171741995	20358
Rab40c	0.265393685	4.005035332	0.848143685	0.357078011	0.479795718	1.201963999	224624
Rnf6	-0.200726148	5.765897681	0.848017498	0.357113784	0.479797712	-1.149276672	74132
Kif1b	0.212818267	8.619568512	0.846996904	0.357403289	0.480140575	1.158949953	16561
Tcea2	0.350857567	3.254727578	0.846626861	0.357508337	0.480235592	1.275318477	21400
Mtfmt	0.30262939	3.585489914	0.846500668	0.35754417	0.480237625	1.233390287	69606
Stk32a	-0.46550074	3.509615806	0.845385846	0.357860945	0.480612088	-1.380796526	269019
4930594C11Rik	-0.567923485	1.139263932	0.845277835	0.357891657	0.480612088	-1.482388388	77633
Cyp20a1	-0.242481265	4.27186281	0.844113218	0.358223032	0.481010928	-1.183025577	77951
Tex15	0.335052425	4.104660471	0.843768735	0.358321131	0.481096486	1.261423246	104271
Pstk	0.298602317	3.413602793	0.843551633	0.358382974	0.481133354	1.229952258	214580
Tbc1d9	0.217339936	6.687520207	0.843331466	0.358445705	0.481171407	1.162588011	71310
Vipr2	-0.502725806	0.574566137	0.843073978	0.358519089	0.481223752	-1.416888082	22355
Wnk2	0.380595966	5.197274131	0.842360004	0.35872268	0.48145084	1.30187954	75607
Cldnd1	0.207554717	5.266236684	0.841804333	0.35888124	0.481617454	1.154729326	224250
1700028K03Rik	0.484820316	0.919755179	0.841615421	0.358935168	0.481643633	1.399411561	76421
Tfcp2	0.266689709	4.151521875	0.841101983	0.359081793	0.481794183	1.203044251	21422
Phf20l1	0.204890312	6.939943099	0.840891282	0.359141988	0.481828748	1.152598712	239510
Rab12	0.215008494	6.206977607	0.839837063	0.359443375	0.482186861	1.160710748	19328
Zufsp	0.266437872	4.913501778	0.839443212	0.359556061	0.482275561	1.202834266	NA
Sfxn5	-0.257646949	4.331820495	0.839365062	0.359578427	0.482275561	-1.195527196	94282
Rfk	0.208900957	5.935428364	0.838848574	0.359726287	0.482427634	1.155807356	54391
Whamm	-0.256131786	4.325181596	0.838219002	0.359906634	0.482623242	-1.194272275	434204
Terf2ip	0.220938451	4.660588728	0.838091433	0.359943193	0.482626016	1.165491474	57321
Ints3	0.19560643	6.331608276	0.83782877	0.360018483	0.482680716	1.145205441	229543
N4bp1	0.212678818	6.434792098	0.837561867	0.36009501	0.482737065	1.158837935	80750
Gpr19	0.300370412	3.514636469	0.836007283	0.360541192	0.483288907	1.23146055	14760
Rnf24	0.283379991	4.286333222	0.835415629	0.360711203	0.483441136	1.217042873	51902
H13	-0.193934744	6.774885855	0.835371616	0.360723855	0.483441136	-1.143879232	14950
Pcnt	0.21859842	6.563868516	0.834848504	0.36087427	0.483596405	1.163602596	18541
Rbks	-0.465431341	0.790338521	0.834624828	0.360938612	0.483636311	-1.380730106	71336
Sik3	0.208900216	5.205929159	0.833989275	0.361121519	0.483835065	1.155806762	70661
Rell1	-0.225545297	4.631355862	0.833755137	0.361188935	0.483868397	-1.169219096	100532
Psmb2	0.207586877	6.578535664	0.833662696	0.361215556	0.483868397	1.154755067	26445
Arl13b	0.220332519	4.61255603	0.833364296	0.361301508	0.483937207	1.165002071	68146
Zfp213	0.311593689	3.394683045	0.833225056	0.361341625	0.483944617	1.241077913	449521
Pkn2	0.203261194	6.769866759	0.83308185	0.361382891	0.483953565	1.151297911	109333
Cog2	0.207119209	5.237263412	0.832490889	0.36155325	0.484135371	1.154380799	76332
Rph3al	-0.333825702	3.460317	0.831559233	0.361822048	0.484448944	-1.260351114	380714
Tbc1d5	-0.210520264	5.010267148	0.831114745	0.361950387	0.484546753	-1.157105383	72238
Ndnl2	0.25458655	4.185325869	0.831066384	0.361964354	0.484546753	1.192993804	NA
Gm5468	-0.563807526	0.711333366	0.830783992	0.362045928	0.484609591	-1.478165212	432939
Mterf1a	0.331973704	2.519364678	0.830497662	0.362128664	0.484673974	1.25873423	545725
Ccdc38	0.396728432	1.455316845	0.829080033	0.362538682	0.485176337	1.316519081	237465
Dcaf4	0.24388957	4.42917978	0.828566782	0.362687287	0.485328794	1.184180966	73828
Zfp518a	0.19038716	6.572346311	0.827591784	0.362969815	0.485660415	1.141069891	72672
Serpina1c	-1.03179157	3.634984794	0.82731521	0.363050015	0.485721279	-2.044561657	20702
Ndel1	0.194458504	6.000364143	0.826827032	0.363191633	0.485864295	1.144294584	83431
Vdac1	0.222652467	7.837611054	0.826236415	0.363363071	0.486047171	1.166876977	22333
Kdm6a	-0.233272452	6.364156905	0.825808277	0.363487417	0.486167025	-1.1754983	22289
Prmt2	0.236219008	4.954279587	0.824806647	0.363778553	0.48650992	1.177901587	15468
Ampd3	0.207919824	6.132676835	0.824677487	0.363816118	0.48651366	1.155021594	11717
Ubap2	0.248664124	6.016684986	0.824417202	0.363891837	0.486568416	1.188106468	68926
Rab22a	0.213436161	5.360939703	0.823858139	0.364054546	0.486739467	1.159446427	19334
Ufm1	0.195133772	6.219491176	0.823407407	0.3641858	0.486850805	1.144830308	67890
Serpina1a	-1.30735578	3.512864734	0.823313886	0.364213042	0.486850805	-2.474875205	20700
Nbr1	0.212720059	7.636459922	0.823213804	0.364242198	0.486850805	1.158871063	17966
Clstn3	0.238741645	5.57222668	0.823058999	0.364287302	0.486864586	1.179963019	232370
Stam2	-0.191542851	5.754948207	0.82248431	0.364454812	0.487041943	-1.141984327	56324
Dusp10	-0.25643047	4.313584616	0.8221306	0.364557964	0.487133269	-1.194519553	63953
Ccdc6	0.194031781	6.246921746	0.821068105	0.364868062	0.487501078	1.143956173	76551
Ube4a	0.193831818	6.553637476	0.820061629	0.365162147	0.487847425	1.143797627	140630
Hmbox1	0.212085929	5.231486288	0.819811581	0.365235261	0.487898521	1.158361798	219150
Ccdc93	-0.198895331	5.316134924	0.819239464	0.365402623	0.488075496	-1.147819135	70829
Txnrd2	0.302220139	3.642713415	0.819085392	0.365447711	0.488089131	1.233040459	26462
Il12rb2	-0.375552996	2.234923599	0.818281317	0.365683148	0.488356966	-1.297336738	16162
Tmx1	0.205748586	6.743027878	0.817950814	0.365779982	0.488415331	1.153284608	72736
Cacul1	0.190498353	6.456595717	0.817893901	0.36579666	0.488415331	1.14115784	78832
Ap2s1	-0.206407231	6.672816797	0.816811096	0.366114179	0.488789447	-1.153811246	232910
Rab28	0.223091694	5.619918069	0.816689909	0.36614974	0.488789447	1.167232286	100972
Npw	0.498776955	0.867274858	0.816581188	0.366181646	0.488789447	1.413015171	381073
Samd4	-0.239636061	5.187127037	0.815252032	0.366572027	0.489231469	-1.180694778	74480
6330418K02Rik	0.431787851	0.997787942	0.81517487	0.366594708	0.489231469	1.348904162	69004
Bax	0.214311688	5.760667214	0.815011405	0.366642763	0.489231469	1.160150273	12028
Plk3	0.320664599	4.296759892	0.814977803	0.366652642	0.489231469	1.248905743	12795
Gnptg	0.234638077	4.723493679	0.814125918	0.366903226	0.489476512	1.176611528	214505
Klhl28	0.240652973	4.531623694	0.814115649	0.366906249	0.489476512	1.181527307	66689
Prkaa1	-0.19565104	5.839988706	0.813870806	0.366978315	0.489525983	-1.145240853	105787
D2hgdh	-0.348930882	2.985855978	0.813454303	0.367100952	0.489534694	-1.273616456	98314
Map3k2	0.209183916	6.864149971	0.813351132	0.367131339	0.489534694	1.156034069	26405
Grin3b	-0.52607447	0.204089413	0.813278031	0.367152871	0.489534694	-1.440005648	170483
Oraov1	0.253917625	4.234031338	0.813180521	0.367181596	0.489534694	1.192440785	NA
Igsf9b	-0.397196464	3.319963299	0.813158539	0.367188072	0.489534694	-1.31694625	235086
Arhgef11	-0.202871325	5.522901282	0.813135871	0.367194751	0.489534694	-1.15098683	213498
Mettl20	-0.325898018	2.994375061	0.812967404	0.367244389	0.489554228	-1.253444413	NA
Fundc2	-0.226570838	5.951570325	0.812640137	0.367340843	0.48963616	-1.170050532	67391
Scara5	-0.456632692	3.987428662	0.812138328	0.367488808	0.489786731	-1.372334993	71145
Gm15706	0.508918859	0.48014138	0.811744314	0.367605046	0.489894991	1.422983427	100039495
Uba5	0.198673823	5.360875524	0.81150328	0.367676178	0.489930575	1.147642915	66663
Tmem131	0.228241209	6.755286596	0.811416572	0.367701772	0.489930575	1.171406016	56030
Gm6548	0.251404439	4.734388709	0.811233787	0.367755732	0.489955819	1.190365351	625054
Ccdc130	0.291046697	3.524619605	0.811075743	0.367802398	0.489962422	1.223527644	67736
2310011J03Rik	0.220140918	4.699614686	0.810979843	0.367830718	0.489962422	1.164847359	66374
Cntf	-0.413823385	1.409075135	0.809670919	0.368217561	0.490431024	-1.332211726	12803
Tmem261	-0.245885219	4.372442143	0.808717349	0.368499739	0.490760145	-1.185820151	NA
Rnu12	0.31498582	4.083835012	0.8060486	0.369291068	0.491767217	1.243999426	104307
AA387883	0.489037623	0.445835928	0.805790227	0.369367806	0.4918226	1.403508326	100043450
Zscan12	0.261680995	3.914833333	0.805117507	0.36956771	0.492041957	1.198874793	22758
Gm15772	0.206415773	9.198563872	0.804479512	0.369757435	0.49224772	1.153818078	100034726
Gm16386	0.273481997	3.897509427	0.803963804	0.369910893	0.492405168	1.208721603	100042679
Ubap2l	0.214664881	6.929465798	0.802464954	0.370357409	0.492952651	1.16043433	74383
Tmem123	-0.22837095	6.992974655	0.801500533	0.370645113	0.493288669	-1.171511365	71929
Bace2	0.263421707	4.538712941	0.8011539	0.370748596	0.493379468	1.200322192	56175
Gm10033	0.276785665	3.524372443	0.801001285	0.37079417	0.493393194	1.211492661	378466
App	-0.206747106	8.832301789	0.799499439	0.371243071	0.493943548	-1.154083097	11820
Zfp82	0.350077404	2.55414133	0.79756493	0.371822414	0.494667336	1.274629012	330502
Upf1	0.209704768	6.339238637	0.797291509	0.3719044	0.494703554	1.156451505	19704
Zfp11	0.290642576	3.333163103	0.79723834	0.371920345	0.494703554	1.223184962	22648
Cspg5	-0.430858448	1.26020009	0.796936144	0.372010994	0.494758436	-1.348035461	29873
Cgn	-0.349480339	3.059071806	0.79686506	0.372032321	0.494758436	-1.274101611	70737
Mark2	0.231053061	5.234420871	0.796130995	0.372252662	0.494941354	1.173691345	13728
Invs	-0.207081473	5.136979795	0.796049207	0.372277223	0.494941354	-1.154350605	16348
Lamtor2	-0.239952805	4.270655594	0.795869247	0.372331273	0.494941354	-1.180954029	83409
Ino80b	-0.293040467	3.372673993	0.795843776	0.372338925	0.494941354	-1.225219698	70020
Myh3	-0.33885407	4.784610742	0.795817829	0.372346719	0.494941354	-1.264751605	17883
Klhl9	0.207880984	7.910851635	0.795667206	0.372391969	0.494949354	1.154990499	242521
Arvcf	0.221245318	5.923595009	0.795466672	0.372452226	0.494949354	1.165739405	11877
Inip	0.224790629	4.614249151	0.795444626	0.372458851	0.494949354	1.168607642	66209
Nfib	-0.211663327	7.245396635	0.79443806	0.372761518	0.495304522	-1.158022534	18028
Uqcrb	-0.229776801	6.640870316	0.793935138	0.372912872	0.495431169	-1.172653514	67530
Spag1	-0.366386907	1.827050506	0.793857483	0.37293625	0.495431169	-1.289120305	26942
Sptlc1	0.205007357	5.266293786	0.793768474	0.372963049	0.495431169	1.152692225	268656
Hdac5	-0.215261486	6.551887806	0.793214641	0.373129855	0.495605701	-1.160914309	15184
Ptpn9	-0.196624838	5.57639995	0.792548857	0.373330518	0.495825165	-1.146014135	56294
Zfp382	0.304673401	3.61574011	0.792186508	0.373439791	0.495923223	1.235138993	233060
Plekhh3	-0.295167265	3.90928497	0.791977203	0.373502932	0.495960004	-1.22702723	217198
Zfp862-ps	0.236773508	4.368728766	0.791621416	0.373610295	0.496037171	1.1783544	58894
Arfgef2	0.189054702	6.629231761	0.791464882	0.373657545	0.496037171	1.140016497	99371
Tfb2m	0.229095449	4.992428949	0.791387655	0.373680859	0.496037171	1.172099828	15278
Rbm48	0.287399657	3.40541994	0.791314846	0.373702841	0.496037171	1.220438551	269623
1700037H04Rik	0.209504664	4.988437582	0.790932322	0.373818361	0.496143443	1.156291114	67326
Alkbh5	0.193114102	6.960737739	0.790614683	0.373914323	0.496223741	1.143228749	268420
1500011K16Rik	-0.293810517	3.91534106	0.790160185	0.374051693	0.496358971	-1.225873844	NA
Hdac9	0.220285359	5.090982332	0.789442558	0.374268737	0.49659989	1.164963989	79221
Dpm2	0.239518218	4.227171077	0.786828843	0.375060739	0.497603577	1.18059834	13481
Aoc2	-0.409204945	1.818341793	0.785701925	0.375402942	0.498010368	-1.32795379	237940
Taf1c	0.245785484	4.172646614	0.785258255	0.375537787	0.498142029	1.185738177	21341
Akip1	-0.311641923	2.787110272	0.784380572	0.375804744	0.49844889	-1.241119408	57373
Ascc2	0.223013081	4.673287944	0.783271181	0.37614256	0.498844956	1.167168684	75452
Uchl4	-0.418047385	1.494689473	0.783165846	0.376174657	0.498844956	-1.336117962	93841
2810025M15Rik	-0.230994732	4.784184957	0.782325826	0.376430762	0.49913631	-1.173643893	69953
Nme4	0.31312448	3.479896396	0.782211276	0.376465705	0.49913631	1.242395475	56520
Bnc2	-0.401631954	3.906049082	0.782063217	0.376510877	0.499145878	-1.321001362	242509
A730008H23Rik	0.325878461	5.853331232	0.781953799	0.376544264	0.499145878	1.253427422	212427
Mkln1	0.182699541	6.309434346	0.779526127	0.377286106	0.500081887	1.135005699	27418
Zfp772	-0.323436368	2.769830467	0.778883487	0.377482827	0.500295245	-1.251307502	232855
Rnf182	-0.388866318	1.853265265	0.778454542	0.377614213	0.500377585	-1.30936409	328234
Kif5a	0.269999172	7.234254828	0.778447166	0.377616473	0.500377585	1.205807136	16572
Lin52	0.28857376	3.657826559	0.776488433	0.378217258	0.501126228	1.22143218	217708
Prrc1	-0.228766134	4.884755749	0.775066947	0.378654102	0.501657531	-1.17183231	73137
Zfp956	0.263868151	4.16103141	0.774930603	0.37869604	0.501665595	1.20069369	101197
Mtr	-0.200959452	5.010287224	0.774577744	0.378804606	0.501745438	-1.149462541	238505
Ubxn1	0.186616712	5.87687129	0.774501646	0.378828025	0.501745438	1.138091626	225896
Dapk3	0.245057476	4.525680375	0.773960873	0.378994507	0.50191843	1.185139985	13144
Kcnn1	0.313658325	2.628302658	0.773654673	0.379088819	0.501995822	1.242855287	84036
Ubxn8	0.267983628	3.985486655	0.773471764	0.379145173	0.502010626	1.204123717	108159
Gnaz	0.305116401	3.85017638	0.773274734	0.37920589	0.502010626	1.235518318	14687
Ublcp1	0.202791809	5.089652514	0.7732691	0.379207626	0.502010626	1.150923393	79560
Mttp	-0.329098934	3.996560728	0.7730661	0.379270198	0.502012932	-1.256228525	17777
Atg3	0.19860252	5.62830635	0.77303067	0.37928112	0.502012932	1.147586197	67841
Emc7	-0.207100183	5.415813927	0.772289697	0.379509647	0.502267899	-1.154365575	73024
Palm	0.211529742	6.232938243	0.771960622	0.379611201	0.502354788	1.157915313	18483
Slco4a1	-0.437626442	0.911993228	0.771740901	0.379679029	0.502397036	-1.354374243	108115
Tecr	0.192510953	6.657098528	0.771514622	0.379748899	0.502441977	1.142750898	106529
Ythdf3	0.191651917	7.420242684	0.770557457	0.380044654	0.502785746	1.142070663	229096
Ap1g1	0.19016089	7.404238609	0.770260128	0.380136592	0.502859834	1.140890941	11765
1110065P20Rik	0.277490442	4.109868989	0.768963192	0.380537988	0.503343234	1.212084637	68920
Sap130	0.215170288	5.275135748	0.768773709	0.380596683	0.503373288	1.160840926	269003
Cnpy4	0.217032256	4.535830592	0.768284103	0.380748403	0.503526359	1.162340095	66455
Jund	-0.245805677	6.979314021	0.76806375	0.380816714	0.503564092	-1.185754774	16478
Slc18a2	-0.261854317	7.086214372	0.767912941	0.380863476	0.503564092	-1.199018831	214084
Nfxl1	0.217964011	5.811478712	0.76784387	0.380884896	0.503564092	1.163091027	100978
Bcl7b	0.246905324	4.253188902	0.767684074	0.380934457	0.503582037	1.186658922	12054
Memo1	0.190670177	5.508780044	0.767442351	0.381009446	0.50363359	1.14129376	76890
Esco1	-0.187889651	5.796413876	0.766943283	0.381164336	0.503790739	-1.139096246	77805
Ccdc32	0.257463317	4.081207239	0.766377569	0.381340018	0.503975338	1.195375034	269336
Smarcc2	0.214369036	7.043316831	0.76487096	0.381808454	0.504546765	1.16019639	68094
9430076C15Rik	-0.485479659	3.265040488	0.764513749	0.381919637	0.504646033	-1.400051269	NA
Mrpl24	-0.196180039	5.388982243	0.764243915	0.382003655	0.504709389	-1.145660861	67707
Dhcr7	0.419956288	5.213057251	0.763662122	0.382184895	0.504901175	1.337887018	13360
Shb	-0.29613311	3.456127889	0.763198623	0.382329372	0.50504436	-1.227848966	230126
Eea1	0.188508312	7.067569503	0.763017939	0.382385713	0.505063094	1.139584822	216238
Taf12	0.241892624	4.10934124	0.762921654	0.382415742	0.505063094	1.182542984	66464
Ahcyl2	-0.210893702	5.977202335	0.76279637	0.38245482	0.505067035	-1.157404936	74340
Acp6	-0.275805804	3.622163541	0.761667146	0.382807297	0.505484807	-1.210670109	66659
Armt1	-0.274067811	3.793919578	0.761256595	0.38293556	0.505606463	-1.209212511	73419
Hnf1a	-0.470161596	0.640926456	0.761082381	0.382990007	0.505630641	-1.385264622	21405
Ivd	0.251267231	5.537686809	0.760817509	0.383072806	0.505692243	1.190252146	56357
2610015P09Rik	-0.266278058	3.803372637	0.760668812	0.383119301	0.505705912	-1.202701029	NA
Tmco3	-0.212466465	4.671126697	0.760418581	0.383197561	0.505761504	-1.158667376	234076
Zfp874b	-0.279135788	3.592438041	0.759897194	0.383360697	0.505929099	-1.213467768	408067
Iqce	-0.260983144	4.069532851	0.759501665	0.38348452	0.506044784	-1.19829502	74239
Khsrp	0.229740359	6.447315356	0.75894841	0.383657816	0.506225725	1.172623894	16549
Zfp30	0.306387975	2.737261481	0.758707316	0.383733368	0.506277675	1.236607769	22693
Igfbp3	-0.318623056	5.780319241	0.758451292	0.383813622	0.506328387	-1.24713968	16009
Specc1l	0.191434892	7.030418157	0.758353844	0.383844174	0.506328387	1.141898874	74392
Ankrd29	0.438822674	2.455109216	0.757397202	0.384144291	0.506676507	1.355497708	225187
Gcn1l1	0.238108165	8.195678861	0.757154648	0.384220438	0.506729179	1.179445017	NA
Mrps18a	0.213823892	5.158966872	0.756158876	0.384533272	0.507093966	1.159758075	68565
St6galnac6	-0.198777863	5.083446579	0.755383104	0.384777242	0.50736788	-1.147725681	50935
Rabl2	0.330779992	2.642338644	0.755060128	0.384878878	0.50742535	1.257693162	68708
Arpin	0.209090037	4.918396227	0.755014146	0.384893351	0.50742535	1.155958846	70420
Usp4	0.18804724	6.862152267	0.754889389	0.384932623	0.507429316	1.13922068	22258
Mypop	0.333739516	3.128656675	0.754413377	0.385082517	0.507579094	1.260275824	232934
Zc3h13	0.219693151	5.981936588	0.754007267	0.385210464	0.507699918	1.164485884	67302
Msrb2	0.347198203	3.193462127	0.753049168	0.38551256	0.508050221	1.272087759	76467
Fgf14	0.437122287	1.858271453	0.752879332	0.385566146	0.50807299	1.353901034	14169
Fam53b	-0.249167574	5.048970444	0.75160076	0.385969893	0.508549976	-1.188521148	77938
Snx16	0.237155211	4.595226051	0.751413471	0.386029086	0.508549976	1.178666206	74718
Kcnj9	-0.438845932	0.848485818	0.751387958	0.386037151	0.508549976	-1.355519561	16524
H2afx	0.327174093	7.854890685	0.750916634	0.386186174	0.508698403	1.254553585	15270
Pnmt	0.852959302	2.289731148	0.750757917	0.386236376	0.508716642	1.806202067	18948
Dnajc15	0.216812503	5.454436667	0.749284648	0.38670281	0.509283051	1.16216306	66148
Bnip1	0.243134739	4.22052018	0.748949579	0.386809004	0.509374967	1.183561554	224630
Nol4	0.291936695	4.910629005	0.748769194	0.386866191	0.509402335	1.22428267	319211
Klhdc4	0.311542374	4.707794423	0.748418552	0.386977389	0.509494016	1.24103377	234825
Sh2b3	-0.203055773	5.400635228	0.748320033	0.38700864	0.509494016	-1.151133992	16923
Pias4	0.239780416	4.071078329	0.747513987	0.38726446	0.50978284	1.180812923	59004
Pcdhb11	-0.386657852	2.684133033	0.7453473	0.387953313	0.510641587	-1.30736126	93882
Pex13	0.200241027	5.756238397	0.74487303	0.38810433	0.510792315	1.148890281	72129
Rasa2	0.200833863	4.876987879	0.744299612	0.38828703	0.51098471	1.149362483	114713
AU040320	-0.189160574	5.742821356	0.744015924	0.388377463	0.51102778	-1.14010016	100317
BC030867	0.455152825	3.012120483	0.743967826	0.388392799	0.51102778	1.37092802	217216
Zfp511	0.281171834	3.689630082	0.743693005	0.388480439	0.511095034	1.215181519	69752
Golph3l	0.21005199	5.107568456	0.743281996	0.388611562	0.511219478	1.156729868	229593
Zcwpw1	-0.460379205	3.86041112	0.742426363	0.388884734	0.511530747	-1.37590342	381678
Ift80	0.199273523	5.374786085	0.742090623	0.388991999	0.511578551	1.148120068	68259
Zmat4	-0.501175998	2.461124749	0.742048606	0.389005426	0.511578551	-1.415366814	320158
Smurf1	-0.201796728	5.088861346	0.741969348	0.389030755	0.511578551	-1.150129832	75788
Wdr70	0.245453641	4.057280848	0.739431741	0.389842973	0.512548615	1.18546547	545085
Gm5796	0.490720482	0.717699965	0.739407024	0.389850896	0.512548615	1.40514643	545007
Slitrk5	0.997221186	1.878528682	0.739321448	0.389878329	0.512548615	1.996151454	75409
1500004A13Rik	0.276870139	4.597729514	0.739162501	0.389929291	0.512567456	1.211563599	319830
Rnls	-0.405943636	1.828963175	0.738665584	0.390088675	0.512728802	-1.324955252	67795
Mogs	0.187519771	5.440993401	0.738361437	0.390186274	0.512808917	1.138804241	57377
Spcs2	0.191180867	6.791167806	0.737626079	0.390422392	0.51307105	1.14169783	66624
Slc31a1	-0.183071911	6.469466738	0.737428559	0.39048585	0.513106254	-1.13529869	20529
Zfp64	0.225583748	4.354597937	0.736876147	0.390663401	0.51325585	1.169250259	22722
Dctn2	0.192634286	7.445030161	0.736813581	0.390683518	0.51325585	1.142848593	69654
Otulin	0.210212518	4.812835906	0.736732049	0.390709735	0.51325585	1.156858584	432940
D3Ertd751e	-0.261208579	3.540865404	0.736505003	0.390782755	0.513299935	-1.19848228	73852
Rinl	-0.523463625	3.086850961	0.736399608	0.390816659	0.513299935	-1.437402027	320435
Pogz	0.210875893	5.979536196	0.736220518	0.390874277	0.51332743	1.157390649	229584
Pomc	-0.395046189	1.301362437	0.735874297	0.390985702	0.513425575	-1.31498486	18976
Crk	0.189835181	7.695441931	0.735354313	0.391153134	0.513597241	1.140633398	12928
Ttc14	0.196507713	7.561126884	0.73471077	0.391360493	0.513786307	1.145921099	67120
Eif3f	0.20522338	6.96937396	0.7345766	0.391403745	0.513786307	1.152864837	66085
Dctn3	0.211111101	5.983031675	0.734565643	0.391407277	0.513786307	1.157579358	53598
Gm5113	0.3042822	2.754976135	0.734323619	0.391485315	0.513840542	1.234804119	330503
Ddhd2	0.193564724	5.990673278	0.732352112	0.392121838	0.514627732	1.143585889	72108
Pick1	0.21154383	4.771304767	0.731840266	0.392287336	0.514796652	1.15792662	18693
Scaper	-0.190280361	5.752037408	0.731560157	0.392377948	0.514867275	-1.140985424	244891
Prkcg	-0.449874309	0.948991729	0.73130778	0.392459614	0.514926149	-1.365921249	18752
Son	0.192777054	9.285965195	0.731155126	0.392509023	0.514942693	1.142961695	20658
Tcf20	0.191923886	7.869317627	0.730937779	0.392579387	0.514986721	1.14228598	21411
Lig4	0.237741432	4.162968124	0.730605783	0.392686901	0.515079472	1.179145241	319583
Ssh2	-0.203448601	6.629611891	0.730093595	0.392852852	0.515248848	-1.151447475	237860
Tcam1	0.422457429	0.878609609	0.729537475	0.393033152	0.51543701	1.340208469	75870
Impa1	0.193957396	6.527212212	0.728913804	0.393235494	0.515617605	1.143897193	55980
Igfbp2	-0.2909277	4.044562921	0.728885879	0.393244557	0.515617605	-1.223426728	16008
Saysd1	-0.310320998	3.007449662	0.72833458	0.393423549	0.515797054	-1.239983564	67509
Thnsl1	0.230495803	4.347063205	0.728237321	0.393455139	0.515797054	1.17323808	208967
Grip2	0.36021694	2.733275419	0.727956752	0.393546287	0.515868216	1.283618903	243547
Spsb4	-0.315060476	2.79615833	0.72766798	0.393640133	0.515942898	-1.244063802	211949
Prickle1	0.219115638	4.587193918	0.727546406	0.393679652	0.515946368	1.164019832	106042
Acpp	0.608584318	0.423345871	0.727233173	0.393781497	0.516018725	1.524762262	56318
Lactb2	-0.262417791	4.485849382	0.727149788	0.393808616	0.516018725	-1.199487223	212442
Fam198a	-0.423643903	1.845152716	0.726914245	0.393885234	0.516070794	-1.341311111	NA
Fbxw9	-0.278810102	3.501624807	0.726586712	0.39399181	0.516114944	-1.21319386	68628
